# EuRoC Launch (Up to date)
# 4087 data points written for 53 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (40,7 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=10 seconds
10.452,3.947,17.489,38.88,17.556,39.029,0.34532,0,0.34532,0,1.5301,3.4016,39.3,8,9.8007,14.48,0,0,0,99016,17016,371.65,2.4777,NaN,325.79,NaN,0.054577,6584264,4836.8,5.5925,0.46279,0.59338,0.316,0.026399,0.12039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.194,998.71,339.9,2e-3,0.021513
10.454,3.9821,17.567,38.882,17.634,39.03,0.34838,0,0.34838,0,1.5369,3.4017,39.3,8,9.8007,14.415,0,0,0,99012,17012,371.62,2.4776,NaN,325.78,NaN,0.054797,6610871,4836.8,5.634,0.46279,0.59297,0.316,0.0264,0.12039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.194,998.71,339.9,2e-3,0.021634
10.456,4.0173,17.644,38.884,17.712,39.032,0.35147,0,0.35147,0,1.5437,3.4019,39.3,8,9.8007,14.35,0,0,0,99008,17008,371.6,2.4776,NaN,325.77,NaN,0.055018,6637488,4836.8,5.6756,0.4628,0.59257,0.316,0.0264,0.12039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.194,998.7,339.9,2e-3,0.021719
10.458,4.0526,17.722,38.885,17.79,39.034,0.35456,0,0.35456,0,1.5505,3.402,39.3,8,9.8007,14.286,0,0,0,99003,17003,371.58,2.4776,NaN,325.76,NaN,0.055239,6664114,4836.8,5.7172,0.4628,0.59215,0.316,0.026401,0.1204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.194,998.7,339.9,2e-3,0.021825
10.46,4.0882,17.8,38.887,17.868,39.036,0.35767,0,0.35767,0,1.5573,3.4022,39.3,8,9.8007,14.223,0,0,0,98999,16999,371.55,2.4776,NaN,325.75,NaN,0.05546,6690749,4836.8,5.7589,0.4628,0.59174,0.316,0.026401,0.1204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.193,998.7,339.9,2e-3,0.021928
10.462,4.1238,17.878,38.889,17.946,39.037,0.36079,0,0.36079,0,1.5641,3.4023,39.3,8,9.8007,14.16,0,0,0,98995,16995,371.53,2.4776,NaN,325.74,NaN,0.055681,6717393,4836.8,5.8008,0.4628,0.59131,0.316,0.026402,0.1204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.193,998.69,339.9,2e-3,0.022021
10.464,4.1597,17.955,38.891,18.024,39.039,0.36392,0,0.36392,0,1.5709,3.4025,39.3,8,9.8007,14.097,0,0,0,98990,16990,371.51,2.4776,NaN,325.73,NaN,0.055902,6744046,4836.8,5.8427,0.46281,0.59089,0.316,0.026403,0.12041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.193,998.69,339.9,2e-3,0.022103
10.466,4.1957,18.033,38.892,18.102,39.041,0.36707,0,0.36707,0,1.5777,3.4026,39.3,8,9.8007,14.035,0,0,0,98986,16986,371.48,2.4776,NaN,325.72,NaN,0.056123,6770709,4836.8,5.8847,0.46281,0.59046,0.316,0.026403,0.12041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.193,998.68,339.9,2e-3,0.022184
10.468,4.2318,18.111,38.894,18.18,39.043,0.37023,0,0.37023,0,1.5845,3.4028,39.3,8,9.8007,13.973,0,0,0,98982,16982,371.46,2.4776,NaN,325.71,NaN,0.056345,6797380,4836.8,5.9268,0.46281,0.59002,0.316,0.026404,0.12041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.192,998.68,339.9,2e-3,0.022266
10.47,4.2681,18.189,38.896,18.258,39.044,0.37341,0,0.37341,0,1.5913,3.4029,39.3,8,9.8007,13.912,0,0,0,98977,16977,371.44,2.4776,NaN,325.7,NaN,0.056566,6824060,4836.8,5.969,0.46282,0.58959,0.316,0.026404,0.12042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.192,998.68,339.9,2e-3,0.022479
10.472,4.3046,18.267,38.898,18.336,39.046,0.3766,0,0.3766,0,1.5981,3.4031,39.3,8,9.8007,13.852,0,0,0,98973,16973,371.41,2.4776,NaN,325.69,NaN,0.056787,6850748,4836.8,6.0113,0.46282,0.58914,0.316,0.026405,0.12042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.192,998.67,339.9,2e-3,0.022579
10.474,4.3412,18.344,38.899,18.414,39.048,0.3798,0,0.3798,0,1.6049,3.4032,39.3,8,9.8007,13.792,0,0,0,98968,16968,371.39,2.4776,NaN,325.68,NaN,0.057009,6877445,4836.8,6.0537,0.46282,0.5887,0.31599,0.026406,0.12042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.192,998.67,339.9,2e-3,0.02266
10.476,4.3779,18.422,38.901,18.493,39.05,0.38302,0,0.38302,0,1.6117,3.4034,39.3,8,9.8007,13.732,0,0,0,98964,16964,371.37,2.4776,NaN,325.67,NaN,0.05723,6904151,4836.8,6.0962,0.46283,0.58825,0.31599,0.026406,0.12043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.192,998.66,339.9,2e-3,0.022742
10.478,4.4149,18.5,38.903,18.571,39.051,0.38625,0,0.38625,0,1.6185,3.4036,39.3,8,9.8007,13.673,0,0,0,98960,16960,371.34,2.4776,NaN,325.66,NaN,0.057452,6930865,4836.8,6.1388,0.46283,0.5878,0.31599,0.026407,0.12043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.191,998.66,339.9,2e-3,0.022825
10.48,4.4519,18.578,38.905,18.649,39.053,0.38949,0,0.38949,0,1.6253,3.4037,39.3,8,9.8007,13.614,0,0,0,98955,16955,371.32,2.4776,NaN,325.65,NaN,0.057674,6957587,4836.8,6.1814,0.46283,0.58735,0.31599,0.026407,0.12043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.191,998.65,339.9,2e-3,0.022907
10.482,4.4892,18.656,38.906,18.727,39.055,0.39275,0,0.39275,0,1.6322,3.4039,39.3,8,9.8007,13.556,0,0,0,98951,16951,371.3,2.4776,NaN,325.64,NaN,0.057895,6984318,4836.8,6.2242,0.46284,0.5869,0.31599,0.026408,0.12044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.191,998.65,339.9,2e-3,0.023015
10.484,4.5266,18.733,38.908,18.805,39.057,0.39602,0,0.39602,0,1.639,3.404,39.3,8,9.8007,13.498,0,0,0,98947,16947,371.27,2.4776,NaN,325.63,NaN,0.058117,7011056,4836.8,6.2671,0.46284,0.58644,0.31599,0.026409,0.12044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.191,998.65,339.9,2e-3,0.023096
10.486,4.5641,18.811,38.91,18.883,39.058,0.39931,0,0.39931,0,1.6458,3.4042,39.3,8,9.8007,13.44,0,0,0,98942,16942,371.25,2.4776,NaN,325.62,NaN,0.058339,7037803,4836.8,6.3101,0.46284,0.58598,0.31599,0.026409,0.12044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.19,998.64,339.9,2e-3,0.023177
10.488,4.6018,18.889,38.911,18.961,39.06,0.40261,0,0.40261,0,1.6526,3.4043,39.3,8,9.8007,13.383,0,0,0,98938,16938,371.23,2.4776,NaN,325.61,NaN,0.058561,7064558,4836.8,6.3532,0.46284,0.58552,0.31599,0.02641,0.12045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.19,998.64,339.9,2e-3,0.023268
10.49,4.6397,18.967,38.913,19.039,39.062,0.40592,0,0.40592,0,1.6594,3.4045,39.3,8,9.8007,13.327,0,0,0,98934,16934,371.2,2.4775,NaN,325.6,NaN,0.058783,7091321,4836.9,6.3963,0.46285,0.58506,0.31599,0.026411,0.12045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.19,998.63,339.9,2e-3,0.023359
10.492,4.6777,19.045,38.915,19.117,39.064,0.40924,0,0.40924,0,1.6662,3.4046,39.3,8,9.8007,13.271,0,0,0,98929,16929,371.18,2.4775,NaN,325.58,NaN,0.059005,7118091,4836.9,6.4396,0.46285,0.58459,0.31599,0.026411,0.12045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.19,998.63,339.9,2e-3,0.023455
10.494,4.7158,19.123,38.917,19.196,39.065,0.41258,0,0.41258,0,1.673,3.4048,39.3,8,9.8007,13.215,0,0,0,98925,16925,371.16,2.4775,NaN,325.57,NaN,0.059228,7144869,4836.9,6.483,0.46285,0.58412,0.31599,0.026412,0.12046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.189,998.62,339.9,2e-3,0.02354
10.496,4.7542,19.2,38.918,19.274,39.067,0.41593,0,0.41593,0,1.6798,3.4049,39.3,8,9.8007,13.16,0,0,0,98920,16920,371.14,2.4775,NaN,325.56,NaN,0.05945,7171655,4836.9,6.5265,0.46286,0.58366,0.31599,0.026413,0.12046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.189,998.62,339.9,2e-3,0.023636
10.498,4.7926,19.278,38.92,19.352,39.069,0.4193,0,0.4193,0,1.6866,3.4051,39.3,8,9.8007,13.105,0,0,0,98916,16916,371.11,2.4775,NaN,325.55,NaN,0.059672,7198449,4836.9,6.5701,0.46286,0.58319,0.31598,0.026413,0.12046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.189,998.61,339.9,2e-3,0.023731
10.5,4.8313,19.356,38.922,19.43,39.071,0.42268,0,0.42268,0,1.6934,3.4052,39.3,8,9.8007,13.05,0,0,0,98912,16912,371.09,2.4775,NaN,325.54,NaN,0.059894,7225250,4836.9,6.6138,0.46286,0.58272,0.31598,0.026414,0.12047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.189,998.61,339.9,2e-3,0.023839
10.502,4.8701,19.434,38.924,19.508,39.072,0.42608,0,0.42608,0,1.7002,3.4054,39.3,8,9.8007,13.013,0,0,0,98907,16907,371.07,2.4775,NaN,325.53,NaN,0.060123,7252743,4836.9,6.6605,0.46287,0.58239,0.31598,0.026414,0.12047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.188,998.6,339.9,2e-3,0.023943
10.504,4.909,19.512,38.925,19.586,39.074,0.42948,0,0.42948,0,1.7071,3.4055,39.3,8,9.8007,12.975,0,0,0,98903,16903,371.04,2.4775,NaN,325.52,NaN,0.060351,7280240,4836.9,6.7074,0.46287,0.58207,0.31598,0.026415,0.12047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.188,998.6,339.9,2e-3,0.02422
10.506,4.9481,19.59,38.927,19.664,39.076,0.4329,0,0.4329,0,1.7139,3.4057,39.3,8,9.8007,12.939,0,0,0,98899,16899,371.02,2.4775,NaN,325.51,NaN,0.060579,7307741,4836.9,6.7544,0.46287,0.58175,0.31598,0.026416,0.12048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.188,998.6,339.9,2e-3,0.024384
10.508,4.9874,19.667,38.929,19.743,39.077,0.43634,0,0.43634,0,1.7207,3.4058,39.3,8,9.8007,12.902,0,0,0,98894,16894,371,2.4775,NaN,325.5,NaN,0.060807,7335247,4836.9,6.8016,0.46288,0.58142,0.31598,0.026416,0.12048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.188,998.59,339.9,2e-3,0.024712
10.51,5.0268,19.745,38.93,19.821,39.079,0.43979,0,0.43979,0,1.7275,3.406,39.3,8,9.8007,12.866,0,0,0,98890,16890,370.97,2.4775,NaN,325.49,NaN,0.061035,7362756,4836.9,6.8489,0.46288,0.5811,0.31598,0.026417,0.12048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.187,998.59,339.9,2e-3,0.024858
10.512,5.0663,19.823,38.932,19.899,39.081,0.44325,0,0.44325,0,1.7343,3.4061,39.3,8,9.8007,12.829,0,0,0,98886,16886,370.95,2.4775,NaN,325.48,NaN,0.061264,7390268,4836.9,6.8964,0.46288,0.58078,0.31598,0.026418,0.12049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.187,998.58,339.9,2e-3,0.024988
10.514,5.1061,19.901,38.934,19.977,39.083,0.44672,0,0.44672,0,1.7411,3.4063,39.3,8,9.8007,12.794,0,0,0,98881,16881,370.93,2.4775,NaN,325.47,NaN,0.061492,7417785,4836.9,6.944,0.46289,0.58046,0.31598,0.026418,0.12049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.187,998.58,339.9,2e-3,0.025105
10.516,5.1459,19.979,38.936,20.055,39.084,0.45021,0,0.45021,0,1.7479,3.4064,39.3,8,9.8007,12.758,0,0,0,98877,16877,370.9,2.4775,NaN,325.46,NaN,0.06172,7445306,4836.9,6.9918,0.46289,0.58013,0.31598,0.026419,0.1205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.187,998.57,339.9,2e-3,0.025228
10.518,5.186,20.057,38.937,20.133,39.086,0.45371,0,0.45371,0,1.7547,3.4066,39.3,8,9.8007,12.723,0,0,0,98873,16873,370.88,2.4775,NaN,325.45,NaN,0.061949,7472830,4836.9,7.0397,0.46289,0.57981,0.31598,0.02642,0.1205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.186,998.57,339.9,2e-3,0.025348
10.52,5.2262,20.135,38.939,20.212,39.088,0.45723,0,0.45723,0,1.7616,3.4067,39.3,8,9.8007,12.688,0,0,0,98868,16868,370.86,2.4775,NaN,325.44,NaN,0.062177,7500358,4836.9,7.0877,0.4629,0.57949,0.31598,0.026421,0.1205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.186,998.56,339.9,2e-3,0.025463
10.522,5.2665,20.213,38.941,20.29,39.089,0.46076,0,0.46076,0,1.7684,3.4069,39.3,8,9.8007,12.653,0,0,0,98864,16864,370.83,2.4775,NaN,325.43,NaN,0.062406,7527890,4836.9,7.136,0.4629,0.57917,0.31597,0.026421,0.12051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.186,998.56,339.9,2e-3,0.025607
10.524,5.307,20.29,38.942,20.368,39.091,0.4643,0,0.4643,0,1.7752,3.407,39.3,8,9.8007,12.618,0,0,0,98859,16859,370.81,2.4775,NaN,325.42,NaN,0.062634,7555425,4836.9,7.1843,0.46291,0.57886,0.31597,0.026422,0.12051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.186,998.55,339.9,2e-3,0.025721
10.526,5.3477,20.368,38.944,20.446,39.093,0.46786,0,0.46786,0,1.782,3.4072,39.3,8,9.8007,12.584,0,0,0,98855,16855,370.79,2.4774,NaN,325.41,NaN,0.062863,7582964,4836.9,7.2328,0.46291,0.57854,0.31597,0.026423,0.12051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.185,998.55,339.9,2e-3,0.025834
10.528,5.3885,20.446,38.946,20.524,39.094,0.47143,0,0.47143,0,1.7888,3.4073,39.3,8,9.8007,12.55,0,0,0,98851,16851,370.76,2.4774,NaN,325.4,NaN,0.063091,7610507,4836.9,7.2815,0.46291,0.57822,0.31597,0.026423,0.12052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.185,998.54,339.89,2e-3,0.025994
10.53,5.4295,20.524,38.947,20.603,39.096,0.47502,0,0.47502,0,1.7956,3.4074,39.3,8,9.8007,12.516,0,0,0,98846,16846,370.74,2.4774,NaN,325.39,NaN,0.06332,7638053,4836.9,7.3303,0.46292,0.5779,0.31597,0.026424,0.12052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.185,998.54,339.89,2e-3,0.026145
10.532,5.4706,20.602,38.949,20.681,39.098,0.47862,0,0.47862,0,1.8024,3.4076,39.3,8,9.8007,12.483,0,0,0,98842,16842,370.72,2.4774,NaN,325.38,NaN,0.063548,7665602,4836.9,7.3793,0.46292,0.57759,0.31597,0.026425,0.12052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.184,998.53,339.89,2e-3,0.026253
10.534,5.5119,20.68,38.951,20.759,39.099,0.48223,0,0.48223,0,1.8093,3.4077,39.3,8,9.8007,12.449,0,0,0,98838,16838,370.69,2.4774,NaN,325.37,NaN,0.063777,7693156,4836.9,7.4284,0.46292,0.57727,0.31597,0.026425,0.12053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.184,998.53,339.89,2e-3,0.026342
10.536,5.5533,20.758,38.952,20.837,39.101,0.48585,0,0.48585,0,1.8161,3.4079,39.3,8,9.8007,12.416,0,0,0,98833,16833,370.67,2.4774,NaN,325.36,NaN,0.064006,7720712,4836.9,7.4776,0.46293,0.57696,0.31597,0.026426,0.12053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.184,998.52,339.89,2e-3,0.026458
10.538,5.5949,20.836,38.954,20.915,39.103,0.48949,0,0.48949,0,1.8229,3.408,39.3,8,9.8007,12.383,0,0,0,98829,16829,370.65,2.4774,NaN,325.35,NaN,0.064234,7748273,4836.9,7.527,0.46293,0.57665,0.31597,0.026427,0.12054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.184,998.52,339.89,2e-3,0.026584
10.54,5.6367,20.914,38.956,20.994,39.105,0.49314,0,0.49314,0,1.8297,3.4082,39.3,8,9.8007,12.351,0,0,0,98825,16825,370.62,2.4774,NaN,325.34,NaN,0.064463,7775836,4836.9,7.5766,0.46293,0.57633,0.31597,0.026428,0.12054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.183,998.51,339.89,2e-3,0.0267
10.542,5.6786,20.992,38.957,21.072,39.106,0.49681,0,0.49681,0,1.8365,3.4083,39.3,8,9.8007,12.318,0,0,0,98820,16820,370.6,2.4774,NaN,325.33,NaN,0.064692,7803403,4836.9,7.6263,0.46294,0.57602,0.31597,0.026428,0.12054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.183,998.51,339.89,2e-3,0.026782
10.544,5.7206,21.069,38.959,21.15,39.108,0.50049,0,0.50049,0,1.8433,3.4085,39.3,8,9.8007,12.286,0,0,0,98816,16816,370.58,2.4774,NaN,325.32,NaN,0.064921,7830974,4836.9,7.6762,0.46294,0.57571,0.31596,0.026429,0.12055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.183,998.51,339.89,2e-3,0.026861
10.546,5.7628,21.147,38.961,21.228,39.11,0.50418,0,0.50418,0,1.8502,3.4086,39.3,8,9.8007,12.254,0,0,0,98811,16811,370.55,2.4774,NaN,325.31,NaN,0.06515,7858547,4836.9,7.7262,0.46294,0.5754,0.31596,0.02643,0.12055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.183,998.5,339.89,2e-3,0.026942
10.548,5.8052,21.225,38.962,21.306,39.111,0.50789,0,0.50789,0,1.857,3.4088,39.3,8,9.8007,12.223,0,0,0,98807,16807,370.53,2.4774,NaN,325.3,NaN,0.065379,7886125,4836.9,7.7763,0.46295,0.57509,0.31596,0.02643,0.12056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.182,998.5,339.89,2e-3,0.027038
10.55,5.8477,21.303,38.964,21.385,39.113,0.51161,0,0.51161,0,1.8638,3.4089,39.3,8,9.8007,12.191,0,0,0,98803,16803,370.51,2.4774,NaN,325.29,NaN,0.065607,7913705,4836.9,7.8267,0.46295,0.57478,0.31596,0.026431,0.12056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.182,998.49,339.89,2e-3,0.027136
10.552,5.8904,21.381,38.966,21.463,39.115,0.51535,0,0.51535,0,1.8706,3.4091,39.3,8,9.8007,12.155,0,0,0,98798,16798,370.48,2.4774,NaN,325.28,NaN,0.065835,7941091,4836.9,7.8761,0.46296,0.57443,0.31596,0.026432,0.12056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.182,998.49,339.89,2e-3,0.027215
10.554,5.9333,21.459,38.967,21.541,39.116,0.51909,0,0.51909,0,1.8774,3.4092,39.3,8,9.8007,12.12,0,0,0,98794,16794,370.46,2.4774,NaN,325.27,NaN,0.066062,7968482,4837,7.9257,0.46296,0.57408,0.31596,0.026433,0.12057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.181,998.48,339.89,2e-3,0.027293
10.556,5.9763,21.537,38.969,21.619,39.118,0.52286,0,0.52286,0,1.8842,3.4094,39.3,8,9.8007,12.084,0,0,0,98790,16790,370.44,2.4774,NaN,325.26,NaN,0.066289,7995877,4837,7.9754,0.46296,0.57373,0.31596,0.026433,0.12057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.181,998.48,339.89,2e-3,0.027404
10.558,6.0194,21.615,38.971,21.698,39.12,0.52663,0,0.52663,0,1.8911,3.4095,39.3,8,9.8007,12.049,0,0,0,98785,16785,370.41,2.4774,NaN,325.25,NaN,0.066517,8023275,4837,8.0253,0.46297,0.57338,0.31596,0.026434,0.12058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.181,998.47,339.89,2e-3,0.027508
10.56,6.0627,21.693,38.973,21.776,39.121,0.53042,0,0.53042,0,1.8979,3.4097,39.3,8,9.8007,12.014,0,0,0,98781,16781,370.39,2.4774,NaN,325.24,NaN,0.066744,8050678,4837,8.0753,0.46297,0.57303,0.31596,0.026435,0.12058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.181,998.46,339.89,2e-3,0.027594
10.562,6.1062,21.771,38.974,21.854,39.123,0.53422,0,0.53422,0,1.9047,3.4098,39.3,8,9.8007,11.979,0,0,0,98777,16777,370.37,2.4773,NaN,325.23,NaN,0.066972,8078084,4837,8.1254,0.46297,0.57268,0.31596,0.026435,0.12058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.18,998.46,339.89,2e-3,0.027683
10.564,6.1498,21.849,38.976,21.932,39.125,0.53804,0,0.53804,0,1.9115,3.4099,39.3,8,9.8007,11.945,0,0,0,98772,16772,370.34,2.4773,NaN,325.22,NaN,0.067199,8105494,4837,8.1757,0.46298,0.57233,0.31595,0.026436,0.12059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.18,998.45,339.89,2e-3,0.027775
10.566,6.1936,21.927,38.978,22.011,39.126,0.54187,0,0.54187,0,1.9183,3.4101,39.3,8,9.8007,11.911,0,0,0,98768,16768,370.32,2.4773,NaN,325.21,NaN,0.067427,8132908,4837,8.2262,0.46298,0.57199,0.31595,0.026437,0.12059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.18,998.45,339.89,2e-3,0.027857
10.568,6.2375,22.005,38.979,22.089,39.128,0.54571,0,0.54571,0,1.9252,3.4102,39.3,8,9.8007,11.877,0,0,0,98764,16764,370.3,2.4773,NaN,325.2,NaN,0.067654,8160326,4837,8.2767,0.46299,0.57164,0.31595,0.026438,0.1206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.179,998.44,339.89,2e-3,0.02795
10.57,6.2816,22.083,38.981,22.167,39.13,0.54957,0,0.54957,0,1.932,3.4104,39.3,8,9.8007,11.843,0,0,0,98759,16759,370.27,2.4773,NaN,325.19,NaN,0.067882,8187747,4837,8.3275,0.46299,0.5713,0.31595,0.026438,0.1206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.179,998.44,339.89,2e-3,0.028045
10.572,6.3258,22.161,38.983,22.245,39.131,0.55344,0,0.55344,0,1.9388,3.4105,39.3,8,9.8007,11.81,0,0,0,98755,16755,370.25,2.4773,NaN,325.18,NaN,0.06811,8215172,4837,8.3783,0.46299,0.57095,0.31595,0.026439,0.1206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.179,998.43,339.89,2e-3,0.02814
10.574,6.3702,22.239,38.984,22.324,39.133,0.55732,0,0.55732,0,1.9456,3.4107,39.3,8,9.8007,11.776,0,0,0,98750,16750,370.23,2.4773,NaN,325.17,NaN,0.068337,8242601,4837,8.4293,0.463,0.57061,0.31595,0.02644,0.12061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.179,998.43,339.89,2e-3,0.028219
10.576,6.4148,22.317,38.986,22.402,39.135,0.56122,0,0.56122,0,1.9525,3.4108,39.3,8,9.8007,11.743,0,0,0,98746,16746,370.21,2.4773,NaN,325.16,NaN,0.068565,8.27e6,4837,8.4805,0.463,0.57027,0.31595,0.026441,0.12061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.178,998.42,339.89,2e-3,0.0283
10.578,6.4595,22.395,38.988,22.48,39.136,0.56513,0,0.56513,0,1.9593,3.411,39.3,8,9.8007,11.71,0,0,0,98742,16742,370.18,2.4773,NaN,325.15,NaN,0.068793,8297470,4837,8.5318,0.463,0.56993,0.31595,0.026441,0.12062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.178,998.42,339.89,2e-3,0.028515
